run,max_size,greedy_overlap_min,greedy_overlap_max,beam_overlap_min,beam_overlap_max,runtime_brute,runtime_greedy,runtime_beam
97,7,0.57,0.57,0.57,0.57,0.006994,0.001937,0.001997
97,11,1.0,1.0,1.0,1.0,5.7e-05,0.00238,0.002478
97,11,1.0,1.0,1.0,1.0,3.3e-05,0.002356,0.002437
97,11,1.0,1.0,1.0,1.0,3.1e-05,0.002361,0.002435
98,5,1.0,0.8,1.0,0.8,0.008673,0.001527,0.001568
98,5,0.4,0.4,0.4,0.4,0.008742,0.001523,0.001571
98,5,0.8,0.4,0.8,0.4,0.008789,0.001537,0.001583
98,6,1.0,1.0,1.0,1.0,0.009252,0.00174,0.001787
98,6,0.33,0.5,0.33,0.5,0.009221,0.001793,0.001784
98,6,0.67,0.5,0.67,0.5,0.0092,0.001734,0.001785
98,7,0.71,1.0,0.71,1.0,0.007002,0.001927,0.001987
98,7,0.57,0.57,0.57,0.57,0.006962,0.001926,0.00198
98,7,0.57,0.57,0.57,0.57,0.00696,0.001931,0.001976
98,11,1.0,1.0,1.0,1.0,5.1e-05,0.002366,0.002432
98,11,1.0,1.0,1.0,1.0,3.2e-05,0.002356,0.00243
98,11,1.0,1.0,1.0,1.0,3e-05,0.00236,0.002422
99,5,0.4,1.0,0.4,1.0,0.008699,0.001509,0.001556
99,5,1.0,0.8,1.0,0.8,0.008651,0.001503,0.001552
99,5,0.6,0.6,0.6,0.6,0.008646,0.001509,0.001558
99,6,0.83,0.83,0.83,0.83,0.00929,0.001742,0.001791
99,6,1.0,0.83,1.0,0.83,0.009255,0.001742,0.001795
99,6,1.0,0.5,1.0,0.5,0.00927,0.001736,0.001786
99,7,1.0,1.0,1.0,1.0,0.007038,0.001935,0.001991
99,7,0.86,0.86,0.86,0.86,0.006993,0.001932,0.001988
99,7,0.86,0.86,0.86,0.86,0.006988,0.001943,0.001999
99,11,1.0,1.0,1.0,1.0,5.3e-05,0.002377,0.002445
99,11,1.0,1.0,1.0,1.0,3.2e-05,0.002376,0.002448
99,11,1.0,1.0,1.0,1.0,3.1e-05,0.002346,0.002412
100,5,0.6,0.6,0.6,0.6,0.008672,0.001516,0.001568
100,5,1.0,1.0,1.0,1.0,0.008668,0.001504,0.001553
100,5,1.0,1.0,1.0,1.0,0.008659,0.001514,0.00156
100,6,1.0,0.83,1.0,0.83,0.009296,0.001766,0.001819
100,6,0.83,0.67,0.83,0.67,0.009334,0.001755,0.001792
100,6,0.67,1.0,0.67,1.0,0.009333,0.001755,0.001786
100,7,0.86,0.71,0.86,0.71,0.007026,0.001932,0.001989
100,7,1.0,0.71,1.0,0.71,0.007011,0.001933,0.001989
100,7,1.0,0.86,1.0,0.86,0.00699,0.001915,0.001969
100,11,1.0,1.0,1.0,1.0,6e-05,0.002508,0.002575
100,11,1.0,1.0,1.0,1.0,3.5e-05,0.00248,0.002547
100,11,1.0,1.0,1.0,1.0,3.3e-05,0.002495,0.002578
