run,max_size,greedy_overlap_min,greedy_overlap_max,beam_overlap_min,beam_overlap_max,runtime_brute,runtime_greedy,runtime_beam
1,5,0.6,0.8,0.6,0.8,0.00878,0.001543,0.001598
1,5,0.8,0.4,0.8,0.4,0.008659,0.001503,0.001553
1,5,0.8,0.8,0.8,0.8,0.008639,0.001498,0.001552
1,6,0.67,0.67,0.67,0.67,0.009354,0.001788,0.001836
1,6,1.0,0.67,1.0,0.67,0.009333,0.001816,0.001829
1,6,0.5,0.83,0.5,0.83,0.009252,0.001732,0.001809
1,7,0.57,0.86,0.57,0.86,0.007,0.001945,0.001995
1,7,1.0,0.71,1.0,0.71,0.006984,0.001927,0.001982
1,7,0.57,0.57,0.57,0.57,0.006972,0.001921,0.001975
1,11,1.0,1.0,1.0,1.0,6.3e-05,0.002544,0.002812
1,11,1.0,1.0,1.0,1.0,3.8e-05,0.002456,0.002534
1,11,1.0,1.0,1.0,1.0,3.6e-05,0.003098,0.002499
2,5,0.8,1.0,0.8,1.0,0.008746,0.001528,0.001553
2,5,1.0,0.6,1.0,0.6,0.008617,0.001502,0.00165
2,5,1.0,0.2,1.0,0.2,0.008619,0.001499,0.001546
2,6,0.83,0.83,0.83,0.83,0.009406,0.001765,0.001813
2,6,0.5,0.5,0.5,0.5,0.009298,0.001739,0.001793
2,6,1.0,0.5,1.0,0.5,0.009466,0.001781,0.001795
2,7,0.86,1.0,0.86,1.0,0.007089,0.001951,0.002035
2,7,1.0,0.71,1.0,0.71,0.007002,0.001937,0.002011
2,7,1.0,1.0,1.0,1.0,0.007027,0.001941,0.002022
2,11,1.0,1.0,1.0,1.0,5.3e-05,0.002395,0.002489
2,11,1.0,1.0,1.0,1.0,3.2e-05,0.002429,0.002474
2,11,1.0,1.0,1.0,1.0,3e-05,0.002391,0.002456
3,5,0.6,0.8,0.6,0.8,0.008683,0.001538,0.001558
3,5,0.2,0.6,0.2,0.6,0.008656,0.001522,0.001552
3,5,1.0,1.0,1.0,1.0,0.008661,0.001531,0.00156
3,6,0.83,1.0,0.83,1.0,0.009349,0.001786,0.001796
3,6,1.0,1.0,1.0,1.0,0.009243,0.001743,0.001786
3,6,0.83,1.0,0.83,1.0,0.009328,0.001724,0.00178
3,7,0.57,0.71,0.57,0.71,0.007039,0.001933,0.001986
3,7,0.71,0.86,0.71,0.86,0.006987,0.001925,0.001977
3,7,1.0,0.71,1.0,0.71,0.006995,0.00195,0.002
3,11,1.0,1.0,1.0,1.0,5.2e-05,0.002434,0.002451
3,11,1.0,1.0,1.0,1.0,3.3e-05,0.002361,0.002429
3,11,1.0,1.0,1.0,1.0,3.1e-05,0.002355,0.002427
4,5,1.0,0.4,1.0,0.4,0.008708,0.001518,0.001563
4,5,0.8,0.8,0.8,0.8,0.008661,0.0015,0.001549
4,5,1.0,1.0,1.0,1.0,0.008652,0.001491,0.001539
4,6,0.83,0.67,0.83,0.67,0.009328,0.001772,0.001847
4,6,1.0,0.67,1.0,0.67,0.009304,0.001727,0.001913
4,6,0.83,1.0,0.83,1.0,0.009286,0.001741,0.001798
4,7,0.86,0.86,0.86,0.86,0.007064,0.001949,0.00201
4,7,0.86,0.86,0.86,0.86,0.007001,0.001941,0.002003
4,7,0.57,0.86,0.57,0.86,0.006996,0.001933,0.001989
4,11,1.0,1.0,1.0,1.0,5.6e-05,0.002421,0.002452
4,11,1.0,1.0,1.0,1.0,3.3e-05,0.002384,0.002453
4,11,1.0,1.0,1.0,1.0,3.1e-05,0.002354,0.002422
5,5,1.0,0.8,1.0,0.8,0.008726,0.001533,0.001569
5,5,0.4,1.0,0.4,1.0,0.008679,0.001512,0.001562
5,5,0.6,0.8,0.6,0.8,0.008679,0.001508,0.001556
5,6,1.0,0.5,1.0,0.5,0.009495,0.001774,0.001803
5,6,1.0,0.5,1.0,0.5,0.009249,0.001757,0.001977
5,6,1.0,0.83,1.0,0.83,0.009257,0.001761,0.001795
5,7,0.86,0.86,0.86,0.86,0.00703,0.001944,0.001997
5,7,0.86,1.0,0.86,1.0,0.007003,0.001938,0.001992
5,7,0.86,0.57,0.86,0.57,0.007022,0.00194,0.001994
5,11,1.0,1.0,1.0,1.0,5.1e-05,0.002404,0.002453
5,11,1.0,1.0,1.0,1.0,3.2e-05,0.002385,0.002458
5,11,1.0,1.0,1.0,1.0,3.1e-05,0.002386,0.00246
6,5,0.6,1.0,0.6,1.0,0.009099,0.001565,0.001617
6,5,0.6,0.6,0.6,0.6,0.008839,0.00152,0.001568
6,5,0.6,1.0,0.6,1.0,0.00866,0.001512,0.00156
6,6,1.0,1.0,1.0,1.0,0.009311,0.001754,0.001916
6,6,0.83,0.67,0.83,0.67,0.009257,0.001737,0.001811
6,6,0.5,0.67,0.5,0.67,0.009272,0.001749,0.001819
6,7,1.0,0.71,1.0,0.71,0.007027,0.001956,0.002016
6,7,1.0,1.0,1.0,1.0,0.006998,0.00195,0.002009
6,7,1.0,0.86,1.0,0.86,0.006981,0.001942,0.001994
6,11,1.0,1.0,1.0,1.0,5.2e-05,0.002383,0.002477
6,11,1.0,1.0,1.0,1.0,3.3e-05,0.00237,0.002449
6,11,1.0,1.0,1.0,1.0,3.1e-05,0.002377,0.002447
7,5,1.0,0.8,1.0,0.8,0.008683,0.001525,0.001568
7,5,0.6,0.6,0.6,0.6,0.008727,0.00152,0.001569
7,5,0.2,0.4,0.2,0.4,0.008811,0.001531,0.001583
7,6,0.83,0.83,0.83,0.83,0.009289,0.001739,0.001866
7,6,1.0,0.33,1.0,0.33,0.009249,0.001741,0.001797
7,6,0.67,0.67,0.67,0.67,0.009239,0.001728,0.001795
7,7,0.71,0.57,0.71,0.57,0.007093,0.001949,0.002022
7,7,0.86,1.0,0.86,1.0,0.007008,0.001936,0.002011
7,7,1.0,0.86,1.0,0.86,0.006992,0.001933,0.002014
7,11,1.0,1.0,1.0,1.0,5.5e-05,0.00239,0.00245
7,11,1.0,1.0,1.0,1.0,3.3e-05,0.002374,0.002456
7,11,1.0,1.0,1.0,1.0,3.2e-05,0.002381,0.002443
8,5,1.0,1.0,1.0,1.0,0.008718,0.001528,0.001577
8,5,0.6,0.4,0.6,0.4,0.008675,0.001515,0.001561
8,5,1.0,0.6,1.0,0.6,0.008671,0.001511,0.001561
8,6,0.67,1.0,0.67,1.0,0.009359,0.001766,0.001805
8,6,0.5,1.0,0.5,1.0,0.009275,0.001768,0.0018
8,6,0.67,0.83,0.67,0.83,0.00931,0.001775,0.001795
8,7,1.0,1.0,1.0,1.0,0.007873,0.002087,0.002133
8,7,1.0,0.71,1.0,0.71,0.007471,0.002042,0.002117
8,7,0.86,1.0,0.86,1.0,0.007416,0.002058,0.002121
8,11,1.0,1.0,1.0,1.0,5.8e-05,0.002437,0.002468
8,11,1.0,1.0,1.0,1.0,3.3e-05,0.00242,0.002458
8,11,1.0,1.0,1.0,1.0,3.1e-05,0.002413,0.002461
9,5,0.8,0.4,0.8,0.4,0.008719,0.001516,0.001568
9,5,0.6,0.0,0.6,0.0,0.008652,0.001503,0.001553
9,5,1.0,1.0,1.0,1.0,0.008651,0.001497,0.001549
9,6,1.0,0.83,1.0,0.83,0.009712,0.001791,0.001874
9,6,1.0,0.83,1.0,0.83,0.009763,0.001851,0.001941
9,6,0.67,0.83,0.67,0.83,0.009748,0.001842,0.001851
9,7,0.86,0.86,0.86,0.86,0.007224,0.002001,0.002083
9,7,1.0,1.0,1.0,1.0,0.007117,0.00197,0.00202
9,7,0.86,0.71,0.86,0.71,0.007127,0.00198,0.00204
9,11,1.0,1.0,1.0,1.0,6.4e-05,0.002444,0.002575
9,11,1.0,1.0,1.0,1.0,3.8e-05,0.002466,0.002543
9,11,1.0,1.0,1.0,1.0,3.9e-05,0.002447,0.00258
10,5,0.6,0.8,0.6,0.8,0.009014,0.001513,0.001587
10,5,0.6,0.4,0.6,0.4,0.008662,0.001497,0.001548
10,5,0.6,0.8,0.6,0.8,0.008661,0.001509,0.001559
10,6,0.83,0.83,0.83,0.83,0.009316,0.001753,0.00181
10,6,1.0,0.83,1.0,0.83,0.009337,0.00174,0.001796
10,6,1.0,0.5,1.0,0.5,0.009248,0.00174,0.001796
10,7,1.0,1.0,1.0,1.0,0.007038,0.001955,0.002014
10,7,0.86,0.71,0.86,0.71,0.006991,0.001937,0.001991
10,7,0.57,0.71,0.57,0.71,0.007798,0.002,0.002092
10,11,1.0,1.0,1.0,1.0,5.3e-05,0.002382,0.002479
10,11,1.0,1.0,1.0,1.0,3.3e-05,0.002407,0.002464
10,11,1.0,1.0,1.0,1.0,3.1e-05,0.002398,0.002469
11,5,1.0,1.0,1.0,1.0,0.008724,0.001533,0.001569
11,5,1.0,1.0,1.0,1.0,0.008662,0.001513,0.001611
11,5,0.4,1.0,0.4,1.0,0.00896,0.001552,0.001564
11,6,0.83,1.0,0.83,1.0,0.009751,0.001861,0.001902
11,6,0.67,1.0,0.67,1.0,0.01096,0.001956,0.002107
11,6,0.33,1.0,0.33,1.0,0.010267,0.013462,0.009104
11,7,0.86,1.0,0.86,1.0,0.007789,0.002083,0.002249
11,7,0.71,0.86,0.71,0.86,0.007478,0.002053,0.002119
11,7,0.86,1.0,0.86,1.0,0.007679,0.002073,0.002216
11,11,1.0,1.0,1.0,1.0,9.4e-05,0.002552,0.002609
11,11,1.0,1.0,1.0,1.0,4.4e-05,0.002566,0.0028
11,11,1.0,1.0,1.0,1.0,4.2e-05,0.002528,0.002624
12,5,1.0,0.6,1.0,0.6,0.009186,0.001635,0.001689
12,5,0.6,0.8,0.6,0.8,0.009283,0.001624,0.00169
12,5,0.6,0.4,0.6,0.4,0.009134,0.001518,0.001584
12,6,0.83,0.67,0.83,0.67,0.009381,0.001873,0.001904
12,6,0.67,0.67,0.67,0.67,0.01003,0.001871,0.001911
12,6,0.83,1.0,0.83,1.0,0.009768,0.001816,0.001859
12,7,1.0,0.71,1.0,0.71,0.007507,0.002058,0.002086
12,7,1.0,1.0,1.0,1.0,0.007628,0.002059,0.002152
12,7,1.0,0.86,1.0,0.86,0.007596,0.002074,0.002158
12,11,1.0,1.0,1.0,1.0,6.1e-05,0.002448,0.00252
12,11,1.0,1.0,1.0,1.0,4.6e-05,0.002445,0.002644
12,11,1.0,1.0,1.0,1.0,4.1e-05,0.002547,0.002622
13,5,0.4,0.8,0.4,0.8,0.008942,0.001567,0.001615
13,5,0.4,0.4,0.4,0.4,0.008986,0.001555,0.001602
13,5,0.6,0.6,0.6,0.6,0.008777,0.001514,0.001561
13,6,0.83,0.5,0.83,0.5,0.011318,0.001872,0.001966
13,6,0.67,0.83,0.67,0.83,0.009458,0.001775,0.001836
13,6,0.83,0.83,0.83,0.83,0.00933,0.001758,0.001798
13,7,0.71,0.71,0.71,0.71,0.006999,0.001932,0.001992
13,7,0.86,1.0,0.86,1.0,0.007023,0.001954,0.002013
13,7,0.86,0.57,0.86,0.57,0.007097,0.001951,0.002008
13,11,1.0,1.0,1.0,1.0,5.7e-05,0.002414,0.002446
13,11,1.0,1.0,1.0,1.0,3.3e-05,0.002366,0.00243
13,11,1.0,1.0,1.0,1.0,3.1e-05,0.002376,0.002447
14,5,0.8,0.4,0.8,0.4,0.008692,0.001529,0.001573
14,5,0.4,1.0,0.4,1.0,0.008646,0.001499,0.001549
14,5,0.6,0.6,0.6,0.6,0.008658,0.001503,0.001555
14,6,0.5,0.83,0.5,0.83,0.009221,0.001733,0.001786
14,6,0.83,1.0,0.83,1.0,0.009193,0.001724,0.001776
14,6,1.0,1.0,1.0,1.0,0.00918,0.001729,0.001866
14,7,1.0,0.71,1.0,0.71,0.007065,0.00193,0.001981
14,7,0.86,0.71,0.86,0.71,0.007099,0.001941,0.001991
14,7,0.86,0.86,0.86,0.86,0.007008,0.001934,0.00199
14,11,1.0,1.0,1.0,1.0,5e-05,0.002384,0.002483
14,11,1.0,1.0,1.0,1.0,3.2e-05,0.002394,0.002473
14,11,1.0,1.0,1.0,1.0,3.1e-05,0.002395,0.002456
15,5,1.0,0.8,1.0,0.8,0.008753,0.001518,0.001564
15,5,1.0,1.0,1.0,1.0,0.008662,0.001514,0.001562
15,5,0.8,0.4,0.8,0.4,0.008658,0.001506,0.001553
15,6,0.33,0.5,0.33,0.5,0.009372,0.001742,0.0018
15,6,1.0,0.5,1.0,0.5,0.009339,0.001737,0.001789
15,6,0.83,0.83,0.83,0.83,0.009448,0.001829,0.001877
15,7,0.86,0.86,0.86,0.86,0.007139,0.001972,0.002013
15,7,1.0,1.0,1.0,1.0,0.007,0.001936,0.001994
15,7,0.71,0.71,0.71,0.71,0.007051,0.00194,0.002003
15,11,1.0,1.0,1.0,1.0,5.5e-05,0.002418,0.002473
15,11,1.0,1.0,1.0,1.0,3.2e-05,0.002374,0.002443
15,11,1.0,1.0,1.0,1.0,3e-05,0.002375,0.002444
16,5,0.6,1.0,0.6,1.0,0.008718,0.001522,0.001565
16,5,0.4,0.8,0.4,0.8,0.008658,0.001516,0.001565
16,5,1.0,1.0,1.0,1.0,0.008661,0.001499,0.001548
16,6,1.0,0.67,1.0,0.67,0.009292,0.001736,0.001788
16,6,0.83,1.0,0.83,1.0,0.009309,0.001734,0.001788
16,6,0.83,0.67,0.83,0.67,0.009244,0.001739,0.001786
16,7,1.0,1.0,1.0,1.0,0.007145,0.001962,0.002008
16,7,1.0,1.0,1.0,1.0,0.007004,0.001942,0.001994
16,7,0.71,0.71,0.71,0.71,0.007008,0.001944,0.002002
16,11,1.0,1.0,1.0,1.0,5.5e-05,0.002389,0.002468
16,11,1.0,1.0,1.0,1.0,3.2e-05,0.002376,0.002452
16,11,1.0,1.0,1.0,1.0,3.1e-05,0.002371,0.002436
17,5,0.6,0.8,0.6,0.8,0.00882,0.001533,0.001569
17,5,0.4,0.6,0.4,0.6,0.008664,0.001535,0.001564
17,5,1.0,1.0,1.0,1.0,0.008656,0.00152,0.001552
17,6,1.0,1.0,1.0,1.0,0.009294,0.001738,0.001795
17,6,0.67,0.83,0.67,0.83,0.009704,0.001791,0.001813
17,6,1.0,0.83,1.0,0.83,0.009299,0.001729,0.001784
17,7,0.57,0.86,0.57,0.86,0.007035,0.001944,0.002003
17,7,0.71,1.0,0.71,1.0,0.006992,0.001927,0.00199
17,7,0.71,0.86,0.71,0.86,0.006984,0.001927,0.001985
17,11,1.0,1.0,1.0,1.0,5.4e-05,0.00239,0.002469
17,11,1.0,1.0,1.0,1.0,3.3e-05,0.002382,0.002455
17,11,1.0,1.0,1.0,1.0,3e-05,0.002378,0.002462
18,5,0.8,1.0,0.8,1.0,0.008723,0.001518,0.001565
18,5,0.6,0.6,0.6,0.6,0.008751,0.00151,0.00156
18,5,0.6,0.6,0.6,0.6,0.008667,0.001512,0.001562
18,6,0.5,0.17,0.5,0.17,0.009274,0.001847,0.001802
18,6,0.67,0.67,0.67,0.67,0.00926,0.001738,0.001793
18,6,0.67,0.5,0.67,0.5,0.009251,0.001744,0.001797
18,7,1.0,1.0,1.0,1.0,0.007025,0.001952,0.002013
18,7,0.57,0.57,0.57,0.57,0.007002,0.001946,0.002074
18,7,1.0,0.86,1.0,0.86,0.007194,0.001966,0.001995
18,11,1.0,1.0,1.0,1.0,5.4e-05,0.002387,0.002451
18,11,1.0,1.0,1.0,1.0,3.2e-05,0.002379,0.002448
18,11,1.0,1.0,1.0,1.0,3e-05,0.00237,0.002444
19,5,1.0,0.8,1.0,0.8,0.008917,0.001584,0.001607
19,5,0.6,0.6,0.6,0.6,0.009032,0.001562,0.00161
19,5,1.0,0.8,1.0,0.8,0.009043,0.001546,0.001597
19,6,1.0,0.83,1.0,0.83,0.009699,0.001799,0.001841
19,6,0.83,0.67,0.83,0.67,0.009421,0.001746,0.001797
19,6,0.83,0.83,0.83,0.83,0.009339,0.001732,0.001783
19,7,1.0,0.86,1.0,0.86,0.007035,0.001946,0.002002
19,7,0.86,0.71,0.86,0.71,0.006985,0.001933,0.001985
19,7,0.57,0.57,0.57,0.57,0.006979,0.001928,0.001986
19,11,1.0,1.0,1.0,1.0,5.3e-05,0.002399,0.002518
19,11,1.0,1.0,1.0,1.0,3.4e-05,0.00251,0.002566
19,11,1.0,1.0,1.0,1.0,3.2e-05,0.002357,0.00243
20,5,0.8,0.8,0.8,0.8,0.008774,0.001558,0.0016
20,5,0.8,0.8,0.8,0.8,0.00894,0.001545,0.001591
20,5,0.8,0.6,0.8,0.6,0.008834,0.001522,0.001586
20,6,1.0,0.83,1.0,0.83,0.009339,0.001746,0.001818
20,6,1.0,1.0,1.0,1.0,0.009507,0.00178,0.001838
20,6,1.0,1.0,1.0,1.0,0.009617,0.001744,0.001799
20,7,0.86,1.0,0.86,1.0,0.007043,0.001932,0.001987
20,7,0.86,0.71,0.86,0.71,0.006994,0.00194,0.001999
20,7,0.71,0.43,0.71,0.43,0.006979,0.00194,0.001997
20,11,1.0,1.0,1.0,1.0,5.4e-05,0.002397,0.002469
20,11,1.0,1.0,1.0,1.0,3.3e-05,0.00237,0.002435
20,11,1.0,1.0,1.0,1.0,3.1e-05,0.002362,0.002438
21,5,0.8,0.6,0.8,0.6,0.008776,0.001515,0.001573
21,5,1.0,0.4,1.0,0.4,0.008709,0.001516,0.001575
21,5,1.0,0.2,1.0,0.2,0.008667,0.001507,0.001555
21,6,0.5,1.0,0.5,1.0,0.010138,0.001944,0.001999
21,6,1.0,0.67,1.0,0.67,0.009729,0.00189,0.00196
21,6,0.67,1.0,0.67,1.0,0.009978,0.00192,0.001906
21,7,1.0,0.86,1.0,0.86,0.007305,0.0021,0.002048
21,7,0.86,0.71,0.86,0.71,0.007144,0.001991,0.002046
21,7,0.86,1.0,0.86,1.0,0.007126,0.001967,0.002037
21,11,1.0,1.0,1.0,1.0,7.8e-05,0.002459,0.002507
21,11,1.0,1.0,1.0,1.0,4.4e-05,0.00241,0.002493
21,11,1.0,1.0,1.0,1.0,3.8e-05,0.002413,0.002492
22,5,0.4,0.8,0.4,0.8,0.009563,0.001643,0.001752
22,5,1.0,0.4,1.0,0.4,0.009474,0.001713,0.001856
22,5,0.6,1.0,0.6,1.0,0.009572,0.001661,0.001725
22,6,0.5,1.0,0.5,1.0,0.009304,0.00176,0.001822
22,6,0.67,1.0,0.67,1.0,0.009269,0.001746,0.001795
22,6,1.0,0.83,1.0,0.83,0.009223,0.001734,0.001791
22,7,0.71,0.71,0.71,0.71,0.00708,0.001935,0.001992
22,7,0.71,0.86,0.71,0.86,0.007002,0.001935,0.002015
22,7,0.71,0.86,0.71,0.86,0.007003,0.001927,0.002009
22,11,1.0,1.0,1.0,1.0,5.3e-05,0.002392,0.002451
22,11,1.0,1.0,1.0,1.0,3.3e-05,0.002382,0.002445
22,11,1.0,1.0,1.0,1.0,3.1e-05,0.002422,0.002458
23,5,0.4,0.4,0.4,0.4,0.008713,0.001518,0.001567
23,5,0.6,0.8,0.6,0.8,0.008755,0.001503,0.001551
23,5,0.6,0.6,0.6,0.6,0.00866,0.001544,0.001567
23,6,0.83,0.67,0.83,0.67,0.00928,0.001737,0.00179
23,6,0.83,0.83,0.83,0.83,0.009227,0.001728,0.001784
23,6,0.83,0.5,0.83,0.5,0.009215,0.001733,0.001783
23,7,1.0,0.57,1.0,0.57,0.007028,0.001935,0.001991
23,7,0.71,1.0,0.71,1.0,0.006999,0.001939,0.001994
23,7,1.0,0.57,1.0,0.57,0.006995,0.00193,0.001986
23,11,1.0,1.0,1.0,1.0,5.6e-05,0.002393,0.00246
23,11,1.0,1.0,1.0,1.0,3.2e-05,0.002375,0.002444
23,11,1.0,1.0,1.0,1.0,3.1e-05,0.002373,0.002446
24,5,0.8,0.8,0.8,0.8,0.008686,0.001529,0.001574
24,5,0.8,1.0,0.8,1.0,0.008681,0.001519,0.001565
24,5,0.6,0.6,0.6,0.6,0.008671,0.001505,0.001551
24,6,0.5,0.67,0.5,0.67,0.009286,0.001749,0.001801
24,6,0.5,0.5,0.5,0.5,0.009253,0.001739,0.001794
24,6,1.0,1.0,1.0,1.0,0.009224,0.001739,0.001787
24,7,1.0,0.86,1.0,0.86,0.007043,0.001941,0.002021
24,7,1.0,1.0,1.0,1.0,0.007008,0.001937,0.001996
24,7,1.0,0.86,1.0,0.86,0.007001,0.001935,0.00199
24,11,1.0,1.0,1.0,1.0,6.5e-05,0.002555,0.00252
24,11,1.0,1.0,1.0,1.0,3.6e-05,0.00243,0.002512
24,11,1.0,1.0,1.0,1.0,4.2e-05,0.002432,0.002519
25,5,1.0,1.0,1.0,1.0,0.008685,0.00151,0.001563
25,5,0.6,0.8,0.6,0.8,0.008657,0.00151,0.00156
25,5,0.8,0.6,0.8,0.6,0.008705,0.00151,0.001554
25,6,0.83,0.67,0.83,0.67,0.009385,0.001747,0.001809
25,6,0.83,0.83,0.83,0.83,0.009246,0.001742,0.001791
25,6,1.0,0.5,1.0,0.5,0.00925,0.001737,0.001791
25,7,0.71,1.0,0.71,1.0,0.007021,0.001941,0.001999
25,7,0.86,0.86,0.86,0.86,0.006977,0.001937,0.001992
25,7,1.0,1.0,1.0,1.0,0.006986,0.001941,0.001994
25,11,1.0,1.0,1.0,1.0,5.1e-05,0.002385,0.002455
25,11,1.0,1.0,1.0,1.0,3.2e-05,0.002376,0.002449
25,11,1.0,1.0,1.0,1.0,3e-05,0.00238,0.002453
26,5,1.0,0.6,1.0,0.6,0.008723,0.00152,0.001569
26,5,0.4,1.0,0.4,1.0,0.008676,0.001506,0.001554
26,5,0.2,0.6,0.2,0.6,0.008915,0.001522,0.001579
26,6,0.33,0.5,0.33,0.5,0.009307,0.001747,0.001799
26,6,0.5,0.83,0.5,0.83,0.009261,0.001729,0.001786
26,6,0.83,1.0,0.83,1.0,0.009279,0.001731,0.001783
26,7,0.71,0.57,0.71,0.57,0.00703,0.001924,0.001983
26,7,0.86,0.71,0.86,0.71,0.007065,0.001961,0.002026
26,7,0.86,1.0,0.86,1.0,0.007153,0.00198,0.002035
26,11,1.0,1.0,1.0,1.0,5.3e-05,0.002387,0.002449
26,11,1.0,1.0,1.0,1.0,3.2e-05,0.002385,0.002455
26,11,1.0,1.0,1.0,1.0,3.1e-05,0.002373,0.002442
27,5,1.0,1.0,1.0,1.0,0.008733,0.001522,0.001565
27,5,0.6,0.8,0.6,0.8,0.008987,0.001518,0.001564
27,5,1.0,0.8,1.0,0.8,0.009014,0.001556,0.001604
27,6,1.0,1.0,1.0,1.0,0.009326,0.001825,0.001889
27,6,1.0,0.33,1.0,0.33,0.00924,0.001736,0.001794
27,6,0.67,1.0,0.67,1.0,0.009237,0.001728,0.00178
27,7,0.86,1.0,0.86,1.0,0.007024,0.001945,0.002008
27,7,1.0,1.0,1.0,1.0,0.007078,0.001977,0.00202
27,7,0.86,0.57,0.86,0.57,0.007048,0.001955,0.002013
27,11,1.0,1.0,1.0,1.0,5.5e-05,0.002374,0.002446
27,11,1.0,1.0,1.0,1.0,3.3e-05,0.002365,0.002441
27,11,1.0,1.0,1.0,1.0,3e-05,0.002352,0.002424
28,5,1.0,0.6,1.0,0.6,0.0087,0.001516,0.00156
28,5,0.4,0.2,0.4,0.2,0.008762,0.001524,0.001572
28,5,0.4,0.8,0.4,0.8,0.008672,0.001509,0.001557
28,6,1.0,1.0,1.0,1.0,0.009362,0.001746,0.001799
28,6,0.5,0.5,0.5,0.5,0.009322,0.001744,0.001796
28,6,1.0,0.83,1.0,0.83,0.009482,0.001773,0.001833
28,7,0.86,0.86,0.86,0.86,0.007022,0.001941,0.002
28,7,1.0,0.86,1.0,0.86,0.007007,0.001922,0.001975
28,7,0.86,0.71,0.86,0.71,0.006988,0.001924,0.001977
28,11,1.0,1.0,1.0,1.0,5.4e-05,0.002415,0.002465
28,11,1.0,1.0,1.0,1.0,3.2e-05,0.002359,0.002431
28,11,1.0,1.0,1.0,1.0,3e-05,0.002374,0.002443
29,5,1.0,1.0,1.0,1.0,0.008696,0.001513,0.001563
29,5,1.0,1.0,1.0,1.0,0.008745,0.001513,0.001563
29,5,1.0,0.8,1.0,0.8,0.008666,0.001501,0.00155
29,6,0.83,0.83,0.83,0.83,0.009294,0.001748,0.001803
29,6,0.5,1.0,0.5,1.0,0.009236,0.00173,0.001777
29,6,0.67,0.33,0.67,0.33,0.009245,0.00174,0.001794
29,7,1.0,0.71,1.0,0.71,0.007055,0.001967,0.002016
29,7,1.0,0.71,1.0,0.71,0.007001,0.001943,0.001996
29,7,0.86,0.71,0.86,0.71,0.007005,0.001932,0.001991
29,11,1.0,1.0,1.0,1.0,5.2e-05,0.002389,0.002454
29,11,1.0,1.0,1.0,1.0,3.2e-05,0.002364,0.002438
29,11,1.0,1.0,1.0,1.0,3.1e-05,0.002373,0.002445
30,5,1.0,1.0,1.0,1.0,0.008711,0.001513,0.001557
30,5,0.4,1.0,0.4,1.0,0.008726,0.001511,0.001561
30,5,1.0,1.0,1.0,1.0,0.008663,0.00151,0.001558
30,6,0.33,1.0,0.33,1.0,0.009308,0.001765,0.001794
30,6,1.0,0.83,1.0,0.83,0.009262,0.001729,0.001786
30,6,0.33,0.67,0.33,0.67,0.009244,0.001727,0.001782
30,7,0.71,0.71,0.71,0.71,0.00705,0.001943,0.002002
30,7,0.71,0.86,0.71,0.86,0.007005,0.001939,0.001988
30,7,1.0,1.0,1.0,1.0,0.007024,0.001934,0.001989
30,11,1.0,1.0,1.0,1.0,5.4e-05,0.002526,0.002526
30,11,1.0,1.0,1.0,1.0,3.3e-05,0.002422,0.002481
30,11,1.0,1.0,1.0,1.0,3.1e-05,0.002372,0.002444
31,5,0.6,0.8,0.6,0.8,0.008741,0.001577,0.001557
31,5,1.0,1.0,1.0,1.0,0.008785,0.001521,0.001573
31,5,1.0,0.6,1.0,0.6,0.008766,0.001512,0.001557
31,6,0.67,1.0,0.67,1.0,0.009286,0.001743,0.0018
31,6,0.83,1.0,0.83,1.0,0.009259,0.001733,0.001789
31,6,0.67,0.83,0.67,0.83,0.009294,0.001742,0.001829
31,7,0.86,0.71,0.86,0.71,0.007045,0.001945,0.002004
31,7,0.71,0.86,0.71,0.86,0.006999,0.001928,0.001981
31,7,1.0,1.0,1.0,1.0,0.006996,0.001934,0.00199
31,11,1.0,1.0,1.0,1.0,5.3e-05,0.00239,0.002456
31,11,1.0,1.0,1.0,1.0,3.3e-05,0.002368,0.00244
31,11,1.0,1.0,1.0,1.0,3.1e-05,0.002366,0.002439
32,5,0.8,1.0,0.8,1.0,0.008726,0.001522,0.001568
32,5,0.8,0.2,0.8,0.2,0.008738,0.001511,0.001556
32,5,1.0,0.6,1.0,0.6,0.008692,0.001543,0.001695
32,6,0.67,0.5,0.67,0.5,0.009758,0.001842,0.001907
32,6,1.0,1.0,1.0,1.0,0.009771,0.001829,0.001884
32,6,0.67,0.67,0.67,0.67,0.009699,0.001821,0.001898
32,7,0.86,0.71,0.86,0.71,0.007039,0.001956,0.001993
32,7,0.71,0.57,0.71,0.57,0.007017,0.001922,0.001976
32,7,0.57,0.71,0.57,0.71,0.006998,0.001932,0.001989
32,11,1.0,1.0,1.0,1.0,5.3e-05,0.002403,0.00247
32,11,1.0,1.0,1.0,1.0,3.2e-05,0.002374,0.002452
32,11,1.0,1.0,1.0,1.0,3.1e-05,0.00237,0.002441
33,5,0.8,0.8,0.8,0.8,0.00869,0.001514,0.001563
33,5,0.6,0.6,0.6,0.6,0.008733,0.001519,0.001632
33,5,0.8,0.2,0.8,0.2,0.00886,0.00154,0.001589
33,6,1.0,0.5,1.0,0.5,0.009268,0.001743,0.001802
33,6,0.5,0.5,0.5,0.5,0.009235,0.001734,0.001789
33,6,1.0,1.0,1.0,1.0,0.009221,0.00173,0.001783
33,7,1.0,0.86,1.0,0.86,0.007092,0.001983,0.002013
33,7,0.71,0.71,0.71,0.71,0.007066,0.001962,0.001997
33,7,1.0,1.0,1.0,1.0,0.007054,0.001955,0.001996
